row,n0: Biological Entity,n1: Disease,n2: Phenotypic Feature,n3: Gene,score
375,hemiplegia (MONDO:0001170),holoprosencephaly (MONDO:0016296),Spasticity (HP:0001257),FOXG1 (NCBIGene:2290),0.07978112710966524
376,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFV1 (NCBIGene:4723),0.0796577448471431
377,hemiplegia (MONDO:0001170),chronic obstructive pulmonary disease (MONDO:0005002),Waddling gait (HP:0002515),TLR4 (NCBIGene:7099),0.07964094806044446
378,hemiplegia (MONDO:0001170),syndromic X-linked intellectual disability Najm type (MONDO:0010417),Spasticity (HP:0001257),CASK (NCBIGene:8573),0.07962701168126864
379,hemiplegia (MONDO:0001170),spinocerebellar ataxia type 36 (MONDO:0013594),Dysarthria (HP:0001260),NOP56 (NCBIGene:10528),0.07962214495499033
380,hemiplegia (MONDO:0001170),spastic ataxia 5 (MONDO:0013776),Spasticity (HP:0001257),AFG3L2 (NCBIGene:10939),0.07950416661007034
381,hemiplegia (MONDO:0001170),chronic obstructive pulmonary disease (MONDO:0005002),Waddling gait (HP:0002515),APP (NCBIGene:351),0.079491810872782
382,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis type 10 (MONDO:0012790),Spasticity (HP:0001257),TARDBP (NCBIGene:23435),0.07948699434631235
383,hemiplegia (MONDO:0001170),porencephaly 2 (MONDO:0013773),Spasticity (HP:0001257),COL4A2 (NCBIGene:1284),0.07945665371173774
384,hemiplegia (MONDO:0001170),biotinidase deficiency (MONDO:0009665),Spasticity (HP:0001257),EIF2B4 (NCBIGene:8890),0.07940081497865296
385,hemiplegia (MONDO:0001170),osteoporosis (MONDO:0005298),Waddling gait (HP:0002515),VDR (NCBIGene:7421),0.07937943280006472
386,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),PRF1 (NCBIGene:5551),0.07936747278903869
387,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFS1 (NCBIGene:4719),0.07935850694180976
388,hemiplegia (MONDO:0001170),familial infantile bilateral striatal necrosis (MONDO:0010080),Spasticity (HP:0001257),ADAR (NCBIGene:103),0.07934141303215177
389,hemiplegia (MONDO:0001170),mitochondrial complex II deficiency (MONDO:0009641),Spasticity (HP:0001257),SDHD (NCBIGene:6392),0.07932123805197171
390,hemiplegia (MONDO:0001170),CADASIL (MONDO:0007432),Migraine (HP:0002076),NOTCH3 (NCBIGene:4854),0.07928415845503067
391,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis type 1 (MONDO:0007103),Spasticity (HP:0001257),PON1 (NCBIGene:5444),0.07928012040453615
392,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis type 1 (MONDO:0007103),Spasticity (HP:0001257),CTSD (NCBIGene:1509),0.07925693414721144
393,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFS2 (NCBIGene:4720),0.07925646346280048
394,hemiplegia (MONDO:0001170),mitochondrial complex III deficiency nuclear type 1 (MONDO:0007415),Spasticity (HP:0001257),BCS1L (NCBIGene:617),0.07920410931924342
395,hemiplegia (MONDO:0001170),mitochondrial complex II deficiency (MONDO:0009641),Spasticity (HP:0001257),SDHA (NCBIGene:6389),0.07918883987710508
396,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis type 1 (MONDO:0007103),Spasticity (HP:0001257),TPK1 (NCBIGene:27010),0.07916770882820846
397,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFS3 (NCBIGene:4722),0.07916507455209071
398,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFS8 (NCBIGene:4728),0.07915972979206391
399,hemiplegia (MONDO:0001170),muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies) type A3 (MONDO:0009667),Spasticity (HP:0001257),POMGNT1 (NCBIGene:55624),0.07915054433746994
400,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis type 1 (MONDO:0007103),Spasticity (HP:0001257),NEFH (NCBIGene:4744),0.0791189874394963
401,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis type 1 (MONDO:0007103),Spasticity (HP:0001257),DCTN1 (NCBIGene:1639),0.0791189874394963
402,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFV2 (NCBIGene:4729),0.07911648513599356
403,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),FOXRED1 (NCBIGene:55572),0.07911648513599351
404,hemiplegia (MONDO:0001170),familial hemophagocytic lymphohistiocytosis 2 (MONDO:0011337),Spasticity (HP:0001257),RETREG1 (NCBIGene:54463),0.07911647477508436
405,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFS6 (NCBIGene:4726),0.07911122418630682
406,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFA1 (NCBIGene:4694),0.07911122418630682
407,hemiplegia (MONDO:0001170),syndromic X-linked intellectual disability Najm type (MONDO:0010417),Spasticity (HP:0001257),DCTN1 (NCBIGene:1639),0.07909179134251379
408,hemiplegia (MONDO:0001170),triosephosphate isomerase deficiency (MONDO:0014221),Spasticity (HP:0001257),TPI1 (NCBIGene:7167),0.07908969683145568
409,hemiplegia (MONDO:0001170),alpha-N-acetylgalactosaminidase deficiency type 1 (MONDO:0012221),Spasticity (HP:0001257),NAGA (NCBIGene:4668),0.0790733778744547
410,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),DBT (NCBIGene:1629),0.07907157434421151
411,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFA9 (NCBIGene:4704),0.07906780275269586
412,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis type 1 (MONDO:0007103),Spasticity (HP:0001257),PRPH (NCBIGene:5630),0.07906508497712576
413,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFB9 (NCBIGene:4715),0.07906262577386615
414,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFB3 (NCBIGene:4709),0.07906262577386615
415,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFA10 (NCBIGene:4705),0.07906262577386615
416,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFAF4 (NCBIGene:29078),0.07906262577386615
417,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFAF3 (NCBIGene:25915),0.07906262577386615
418,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFAF1 (NCBIGene:51103),0.07906262577386615
419,hemiplegia (MONDO:0001170),inherited Creutzfeldt-Jakob disease (MONDO:0007403),Motor aphasia (HP:0002427),PRNP (NCBIGene:5621),0.07905521270548387
420,hemiplegia (MONDO:0001170),mitochondrial myopathy-lactic acidosis-deafness syndrome (MONDO:0016825),Spasticity (HP:0001257),PNPLA8 (NCBIGene:50640),0.07904312773500455
421,hemiplegia (MONDO:0001170),familial infantile bilateral striatal necrosis (MONDO:0010080),Spasticity (HP:0001257),NUP62 (NCBIGene:23636),0.07904312773500453
422,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis type 16 (MONDO:0013715),Spasticity (HP:0001257),SIGMAR1 (NCBIGene:10280),0.07904312773500452
423,hemiplegia (MONDO:0001170),mitochondrial complex I deficiency (MONDO:0009640),Spasticity (HP:0001257),NDUFA2 (NCBIGene:4695),0.07901393433409036
424,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),HNRNPA1 (NCBIGene:3178),0.07896614109292587
425,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),PFN1 (NCBIGene:5216),0.07885265595138637
426,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),HNF4A (NCBIGene:3172),0.07878929888224269
427,hemiplegia (MONDO:0001170),multiple sclerosis (MONDO:0005301),Chronic fatigue (HP:0012432),FAS (NCBIGene:355),0.07875098520189625
428,hemiplegia (MONDO:0001170),spinocerebellar ataxia type 36 (MONDO:0013594),Dysarthria (HP:0001260),ATXN2 (NCBIGene:6311),0.07870260919805147
429,hemiplegia (MONDO:0001170),Menkes disease (MONDO:0010651),Chorea (HP:0002072),CP (NCBIGene:1356),0.07867678554998503
430,hemiplegia (MONDO:0001170),CADASIL (MONDO:0007432),Waddling gait (HP:0002515),NOTCH3 (NCBIGene:4854),0.0786241567879285
431,hemiplegia (MONDO:0001170),myasthenia gravis (MONDO:0009688),Neck muscle weakness (HP:0000467),MUSK (NCBIGene:4593),0.0785384914897017
432,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),CPS1 (NCBIGene:1373),0.078527833514374
433,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Spastic paraparesis (HP:0002313),SQSTM1 (NCBIGene:8878),0.07848003496251528
434,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),ASPA (NCBIGene:443),0.07844834807398342
435,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),PCCA (NCBIGene:5095),0.0784481289179599
436,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),PSEN1 (NCBIGene:5663),0.0784036171712167
437,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),CPT2 (NCBIGene:1376),0.07839870042225931
438,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),PON1 (NCBIGene:5444),0.0783735718338782
439,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),DCTN1 (NCBIGene:1639),0.07831723877433781
440,hemiplegia (MONDO:0001170),inclusion body myopathy with Paget disease of bone and frontotemporal dementia type 1 (MONDO:0008178),Motor aphasia (HP:0002427),VCP (NCBIGene:7415),0.07818295738312508
441,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),MATR3 (NCBIGene:9782),0.0781649203379293
442,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),MC2R (NCBIGene:4158),0.07814628000956293
443,hemiplegia (MONDO:0001170),Sneddon syndrome (MONDO:0008436),Motor aphasia (HP:0002427),ADA2 (NCBIGene:51816),0.07814418115053011
444,hemiplegia (MONDO:0001170),multiple sclerosis (MONDO:0005301),Waddling gait (HP:0002515),VDR (NCBIGene:7421),0.07812947645002835
445,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFS4 (NCBIGene:4724),0.0781028471215342
446,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),ACADM (NCBIGene:34),0.07810226874360625
447,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),OXT (NCBIGene:5020),0.07805992198470135
448,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),HNF1A (NCBIGene:6927),0.07801641847132873
449,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),CPT1A (NCBIGene:1374),0.07801603233850027
450,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),PCCB (NCBIGene:5096),0.07801509217129494
451,hemiplegia (MONDO:0001170),rheumatoid arthritis (MONDO:0008383),Chronic fatigue (HP:0012432),FAS (NCBIGene:355),0.07801150006778403
452,hemiplegia (MONDO:0001170),inclusion body myopathy with Paget disease of bone and frontotemporal dementia (MONDO:0000507),Motor aphasia (HP:0002427),SQSTM1 (NCBIGene:8878),0.0780111547324643
453,hemiplegia (MONDO:0001170),Friedreich ataxia (MONDO:0009245),Decreased sensory nerve conduction velocity (HP:0003448),FXN (NCBIGene:2395),0.07796859161064328
454,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),CHMP2B (NCBIGene:25978),0.07794755648680439
455,hemiplegia (MONDO:0001170),Friedreich ataxia (MONDO:0009245),Decreased amplitude of sensory action potentials (HP:0007078),FXN (NCBIGene:2395),0.07794461714480186
456,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),ALDOB (NCBIGene:229),0.07792871398982719
457,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),ASS1 (NCBIGene:445),0.07792803872456855
458,hemiplegia (MONDO:0001170),metachromatic leukodystrophy due to saposin b deficiency (MONDO:0009590),Motor aphasia (HP:0002427),PSAP (NCBIGene:5660),0.0779276848464995
459,hemiplegia (MONDO:0001170),metachromatic leukodystrophy adult form (MONDO:0017730),Motor aphasia (HP:0002427),PSAP (NCBIGene:5660),0.07792768484649949
460,hemiplegia (MONDO:0001170),metachromatic leukodystrophy juvenile form (MONDO:0009591),Motor aphasia (HP:0002427),PSAP (NCBIGene:5660),0.07792768484649949
461,hemiplegia (MONDO:0001170),inclusion body myopathy with Paget disease of bone and frontotemporal dementia (MONDO:0000507),Motor aphasia (HP:0002427),UFD1 (NCBIGene:7353),0.07791756131134317
462,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),TREM2 (NCBIGene:54209),0.0778934449967744
463,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFV1 (NCBIGene:4723),0.07788547789554157
464,hemiplegia (MONDO:0001170),metachromatic leukodystrophy adult form (MONDO:0017730),Motor aphasia (HP:0002427),ARSA (NCBIGene:410),0.07787635217923411
465,hemiplegia (MONDO:0001170),metachromatic leukodystrophy juvenile form (MONDO:0009591),Motor aphasia (HP:0002427),ARSA (NCBIGene:410),0.0778763521792341
466,hemiplegia (MONDO:0001170),vasculitis due to ADA2 deficiency (MONDO:0014306),Motor aphasia (HP:0002427),ADA2 (NCBIGene:51816),0.0778571350399085
467,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFV2 (NCBIGene:4729),0.07784142175364782
468,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),HLCS (NCBIGene:3141),0.07783301643740256
469,hemiplegia (MONDO:0001170),hereditary spastic paraplegia 18 (MONDO:0012639),Motor aphasia (HP:0002427),ERLIN2 (NCBIGene:11160),0.07782148766318568
470,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFS1 (NCBIGene:4719),0.07779782445508314
471,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),SLC25A20 (NCBIGene:788),0.07779753479475111
472,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFS3 (NCBIGene:4722),0.07775357555063138
473,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),BCKDHA (NCBIGene:593),0.07775321343178034
474,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),ERBB4 (NCBIGene:2066),0.0777279946222042
475,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),FOXRED1 (NCBIGene:55572),0.07770988196064084
476,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),BCKDHB (NCBIGene:594),0.07770954388410542
477,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),PARK7 (NCBIGene:11315),0.0777021908079899
478,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFA1 (NCBIGene:4694),0.07766611598674121
479,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),FBP1 (NCBIGene:2203),0.07766611598674121
480,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),PPARGC1A (NCBIGene:10891),0.07763671185101985
481,hemiplegia (MONDO:0001170),juvenile primary lateral sclerosis (MONDO:0011663),Motor aphasia (HP:0002427),ERLIN2 (NCBIGene:11160),0.07763334391258488
482,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFS2 (NCBIGene:4720),0.07762198756576423
483,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFS6 (NCBIGene:4726),0.07757778635244861
484,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFAF1 (NCBIGene:51103),0.07757778635244861
485,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFAF4 (NCBIGene:29078),0.07757778635244861
486,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFAF3 (NCBIGene:25915),0.07757778635244858
487,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFB3 (NCBIGene:4709),0.07757778635244858
488,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Coma (HP:0001259),NDUFB9 (NCBIGene:4715),0.07757778635244858
489,hemiplegia (MONDO:0001170),systemic lupus erythematosus (disease) (MONDO:0007915),Anasarca (HP:0012050),IL6 (NCBIGene:3569),0.07753736109651183
490,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),PRPH (NCBIGene:5630),0.07750845922326023
491,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),EPHA4 (NCBIGene:2043),0.07737473483420797
492,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),UNC13A (NCBIGene:23025),0.07736012998270751
493,hemiplegia (MONDO:0001170),Rett syndrome (MONDO:0010726),Intellectual disability profound (HP:0002187),CDKL5 (NCBIGene:6792),0.0771695615241713
494,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),FIG4 (NCBIGene:9896),0.07716345307334369
495,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),NEFH (NCBIGene:4744),0.07715144365588102
496,hemiplegia (MONDO:0001170),Rett syndrome (MONDO:0010726),Intellectual disability profound (HP:0002187),BDNF (NCBIGene:627),0.07694396994718922
497,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),PON2 (NCBIGene:5445),0.07687507697033685
498,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Xerostomia (HP:0000217),OPTN (NCBIGene:10133),0.0768301947367534
499,hemiplegia (MONDO:0001170),sarcoidosis (MONDO:0019338),Nonproductive cough (HP:0031246),ACE (NCBIGene:1636),0.07671966809998065
500,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Dysgraphia (HP:0010526),VCP (NCBIGene:7415),0.07665336436970062
501,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Xerostomia (HP:0000217),ANG (NCBIGene:283),0.07661312889384134
502,hemiplegia (MONDO:0001170),multiple sclerosis (MONDO:0005301),Waddling gait (HP:0002515),CCR1 (NCBIGene:1230),0.07653250361279595
503,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Anxiety (HP:0000739),PON3 (NCBIGene:5446),0.07651633235623784
504,hemiplegia (MONDO:0001170),Friedreich ataxia (MONDO:0009245),Dysarthria (HP:0001260),TTPA (NCBIGene:7274),0.0764555172255145
505,hemiplegia (MONDO:0001170),Friedreich ataxia (MONDO:0009245),Dysarthria (HP:0001260),ABCB7 (NCBIGene:22),0.0762681478516202
506,hemiplegia (MONDO:0001170),Friedreich ataxia (MONDO:0009245),Dysarthria (HP:0001260),PPP2R2B (NCBIGene:5521),0.07625324999043423
507,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Nausea and vomiting (HP:0002017),EWSR1 (NCBIGene:2130),0.07619286499850352
508,hemiplegia (MONDO:0001170),Kennedy disease (MONDO:0010735),Waddling gait (HP:0002515),AR (NCBIGene:367),0.0761089185972944
509,hemiplegia (MONDO:0001170),Friedreich ataxia (MONDO:0009245),Dysarthria (HP:0001260),PDYN (NCBIGene:5173),0.07610836453223278
510,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Xerostomia (HP:0000217),VCP (NCBIGene:7415),0.0760711437400748
511,hemiplegia (MONDO:0001170),brain cancer (MONDO:0001657),Waddling gait (HP:0002515),PCNA (NCBIGene:5111),0.07603225482251676
512,hemiplegia (MONDO:0001170),glycogen storage disease V (MONDO:0009293),Neck muscle weakness (HP:0000467),PYGM (NCBIGene:5837),0.07599990133330974
513,hemiplegia (MONDO:0001170),fragile X-associated tremor/ataxia syndrome (MONDO:0010382),Waddling gait (HP:0002515),FMR1 (NCBIGene:2332),0.07566953375885832
514,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Dysgraphia (HP:0010526),SQSTM1 (NCBIGene:8878),0.07547379008129053
515,hemiplegia (MONDO:0001170),rheumatoid arthritis (MONDO:0008383),Anasarca (HP:0012050),CXCL8 (NCBIGene:3576),0.07545226243037281
516,hemiplegia (MONDO:0001170),osteoporosis (MONDO:0005298),Waddling gait (HP:0002515),LRP5 (NCBIGene:4041),0.07543592384660769
517,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Dysgraphia (HP:0010526),GRN (NCBIGene:2896),0.07535757812008571
518,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Memory impairment (HP:0002354),APP (NCBIGene:351),0.07532917362921894
519,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis type 18 (MONDO:0013891),Dysarthria (HP:0001260),PFN1 (NCBIGene:5216),0.07516490987898115
520,hemiplegia (MONDO:0001170),multiple sclerosis (MONDO:0005301),Waddling gait (HP:0002515),MMP2 (NCBIGene:4313),0.07515915269243226
521,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Dysgraphia (HP:0010526),MAPT (NCBIGene:4137),0.07508455952948012
522,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease type 1A (MONDO:0007309),Waddling gait (HP:0002515),PMP22 (NCBIGene:5376),0.07501204190541595
523,hemiplegia (MONDO:0001170),multiple sclerosis (MONDO:0005301),Waddling gait (HP:0002515),PLP1 (NCBIGene:5354),0.07500435325552107
524,hemiplegia (MONDO:0001170),multiple sclerosis (MONDO:0005301),Waddling gait (HP:0002515),STAT4 (NCBIGene:6775),0.07493464353080453
525,hemiplegia (MONDO:0001170),rheumatoid arthritis (MONDO:0008383),Hip pain (HP:0030838),FAS (NCBIGene:355),0.07488046184766844
526,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Xerostomia (HP:0000217),VAPB (NCBIGene:9217),0.0748795054616412
527,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Xerostomia (HP:0000217),SQSTM1 (NCBIGene:8878),0.07481761894248207
528,hemiplegia (MONDO:0001170),autosomal dominant optic atrophy classic form (MONDO:0008134),Waddling gait (HP:0002515),OPA1 (NCBIGene:4976),0.0747606691838141
529,hemiplegia (MONDO:0001170),bipolar disorder (MONDO:0004985),Coma (HP:0001259),APP (NCBIGene:351),0.07463450323183254
530,hemiplegia (MONDO:0001170),spinocerebellar ataxia type 36 (MONDO:0013594),Waddling gait (HP:0002515),NOP56 (NCBIGene:10528),0.07450804866135567
531,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Fatigable weakness of respiratory muscles (HP:0030196),OPTN (NCBIGene:10133),0.07440769407009569
532,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Fatigable weakness of swallowing muscles (HP:0030195),OPTN (NCBIGene:10133),0.07440769407009569
533,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Nausea and vomiting (HP:0002017),ECE1 (NCBIGene:1889),0.07436836825300705
534,hemiplegia (MONDO:0001170),multiple sclerosis (MONDO:0005301),Waddling gait (HP:0002515),CYP27B1 (NCBIGene:1594),0.07428633707998542
535,hemiplegia (MONDO:0001170),Friedreich ataxia (MONDO:0009245),Scoliosis (HP:0002650),FXN (NCBIGene:2395),0.07418255086528115
536,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Hypoxemia (HP:0012418),SOD2 (NCBIGene:6648),0.07409696544582622
537,hemiplegia (MONDO:0001170),epilepsy (MONDO:0005027),Sleep myoclonus (HP:0012323),SCN1A (NCBIGene:6323),0.07404944501543745
538,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Xerostomia (HP:0000217),TBK1 (NCBIGene:29110),0.07391222498841121
539,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976), (UMLS:C0027854),GDNF (NCBIGene:2668),0.07385802489535455
540,hemiplegia (MONDO:0001170),Rett syndrome (MONDO:0010726),Intellectual disability profound (HP:0002187),FOXG1 (NCBIGene:2290),0.07385445800013314
541,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Xerostomia (HP:0000217),UBQLN2 (NCBIGene:29978),0.07384840827931898
542,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Fatigable weakness of swallowing muscles (HP:0030195),ANG (NCBIGene:283),0.07382407145981396
543,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Fatigable weakness of respiratory muscles (HP:0030196),ANG (NCBIGene:283),0.07382407145981396
544,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Xerostomia (HP:0000217),ATXN2 (NCBIGene:6311),0.07380255236770104
545,hemiplegia (MONDO:0001170),Menkes disease (MONDO:0010651),Intellectual disability profound (HP:0002187),ATP7A (NCBIGene:538),0.07361399343279801
546,hemiplegia (MONDO:0001170),nemaline myopathy 7 (MONDO:0012538),Waddling gait (HP:0002515),CFL2 (NCBIGene:1073),0.07361320799251854
547,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Fatigable weakness of respiratory muscles (HP:0030196),VCP (NCBIGene:7415),0.07358654069340251
548,hemiplegia (MONDO:0001170),amyotrophic lateral sclerosis (MONDO:0004976),Fatigable weakness of swallowing muscles (HP:0030195),VCP (NCBIGene:7415),0.07358654069340251
549,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Waddling gait (HP:0002515),HLA-B (NCBIGene:3106),0.07330756480889418
550,hemiplegia (MONDO:0001170),bipolar disorder (MONDO:0004985),Coma (HP:0001259),CACNA1A (NCBIGene:773),0.07324797845219765
551,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Waddling gait (HP:0002515),FAS (NCBIGene:355),0.07324048412887413
